PIN,SalePrice,SqFtTotLiving,NbrLivingUnits,YrBuilt,CurrentZoning,beat,total_noise_dispatches,estimated_dispatch_waste_usd,shadow_tax_penalty_usd,FEMA_Climate_Risk,Heavy_Freight_Zone
2313900760,675000,690,1,1919,NR3,W1,248,37200,-3831.6584393423377,69.22,0
6145602596,830000,2000,1,1923,NR3,N3,225,33750,-3476.303019564621,69.22,0
3834500594,659000,1550,1,2000,LR2(M),L1,179,26850,-2765.592180009188,69.22,0
3445400420,515000,1050,1,2002,MR(M),S1,221,33150,-3414.502076994583,69.22,0
2770601465,790000,1920,2,1915,LR1(M),Q1,107,16050,-1653.175213748509,69.22,0
7694600093,670000,1470,1,1973,R12,99,1,150,-15.450235642509426,69.22,0
7925100526,590000,1360,1,2008,LR2(M),O3,51,7650,-787.9620177679808,69.22,1
8636820070,728125,1740,1,2021,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
6046400670,695000,1130,1,1985,LR1(M1),N3,225,33750,-3476.303019564621,69.22,1
8165501520,605000,1420,1,2007,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
4318200464,775000,1290,1,2007,LR1(M),W3,109,16350,-1684.0756850335274,69.22,0
1773600680,461000,550,1,1935,NR3,F1,153,22950,-2363.8860533039424,69.22,0
2284000050,757900,1470,1,1948,NR2,N1,157,23550,-2425.68699587398,69.22,0
3975400090,749950,1990,2,1909,RSL(M),B3,118,17700,-1823.1278058161124,69.22,1
3654200035,650000,1320,1,2007,LR2(M),J1,141,21150,-2178.483225593829,69.22,0
3332000550,660000,1760,1,1912,NR3,R3,178,26700,-2750.1419443666778,69.22,0
5100402524,725000,1810,1,1942,NR3,L2,118,17700,-1823.1278058161124,69.22,1
7454000685,638000,850,1,1942,NR3,W3,109,16350,-1684.0756850335274,69.22,0
1005000104,788800,1650,1,2023,LR1(M1),S2,171,25650,-2641.990294869112,69.22,0
7663700749,753000,1620,1,1969,NR2,L1,179,26850,-2765.592180009188,69.22,0
3085001550,705000,1870,1,1965,NR3,R1,217,32550,-3352.7011344245457,69.22,1
2767601889,815000,1590,1,2022,LR1(M),B1,211,31650,-3259.999720569489,69.22,0
3352400286,251565,1100,1,1955,NR2,S3,189,28350,-2920.094536434281,69.22,0
3336000180,675000,1970,1,1949,RSL(M),S2,171,25650,-2641.990294869112,69.22,1
8636820140,700000,1610,1,2021,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
5676000010,620000,1310,1,2007,LR2(M),J3,89,13350,-1375.0709721833389,69.22,1
7548300762,639950,1330,1,2023,LR3(M1),R1,217,32550,-3352.7011344245457,69.22,1
1604601800,849000,2260,1,2010,LR2(M),R2,298,44700,-4604.170221467809,69.22,0
3333002240,590000,920,1,1939,RSL(M),S1,221,33150,-3414.502076994583,69.22,0
3438502325,575000,1130,1,1991,NR3,F1,153,22950,-2363.8860533039424,69.22,0
9528100998,825000,1250,1,2017,LR2(M),J3,89,13350,-1375.0709721833389,69.22,1
3019300078,799000,1350,1,2023,LR2(M1),B2,126,18900,-1946.729690956188,69.22,0
6632300151,710000,1100,1,1950,NR2,L1,179,26850,-2765.592180009188,69.22,0
3019300079,799000,1290,1,2023,LR2(M1),B2,126,18900,-1946.729690956188,69.22,0
2124049007,700000,1210,1,1922,NR3,R1,217,32550,-3352.7011344245457,69.22,0
3680900040,775000,2030,1,1970,NR3,R1,217,32550,-3352.7011344245457,69.22,0
3929900089,815000,1570,1,2022,LR3(M),R3,178,26700,-2750.1419443666778,69.22,0
2624039109,690000,1880,1,1951,NR2,W3,109,16350,-1684.0756850335274,69.22,0
3500100204,400000,1100,1,1953,NR2,99,1,150,-15.450235642509426,69.22,0
3438501551,700000,1760,1,1953,NR3,F1,153,22950,-2363.8860533039424,69.22,0
6384100037,849950,1400,1,2023,LR1(M),J1,141,21150,-2178.483225593829,69.22,0
3438500268,756000,2160,1,1962,NR3,F1,153,22950,-2363.8860533039424,69.22,0
6381501605,673000,1590,1,1967,NR2,L1,179,26850,-2765.592180009188,69.22,0
6145600350,660000,840,1,1911,NR3,N3,225,33750,-3476.303019564621,69.22,1
8165501590,615000,1420,1,2007,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
9352900200,550000,1320,1,2009,LR3(M),F2,153,22950,-2363.8860533039424,69.22,0
8820901085,765000,1570,1,1938,NR2,L3,167,25050,-2580.189352299074,69.22,0
6384100028,849950,1400,1,2023,LR2(M),J1,141,21150,-2178.483225593829,69.22,0
3395040890,565000,1440,1,2000,LR3(M),S1,221,33150,-3414.502076994583,69.22,0
3679400518,775000,1750,1,2008,LR2(M),R1,217,32550,-3352.7011344245457,69.22,1
6415100024,800000,1500,1,1961,NR2,N2,246,36900,-3800.757968057319,69.22,0
4343800045,722000,1070,1,1948,NR2,N2,246,36900,-3800.757968057319,69.22,0
5144000065,810000,1850,1,1954,NR2,L3,167,25050,-2580.189352299074,69.22,1
9297300923,545000,930,1,2020,MR(M),W2,329,49350,-5083.127526385601,69.22,1
3298700598,499999,1170,1,2010,LR3RC(M),F3,259,38850,-4001.6110314099415,69.22,0
6021502095,840000,1470,1,1939,NR3,J2,90,13500,-1390.5212078258485,69.22,0
1520300085,750000,1890,1,1927,NR3,U3,190,28500,-2935.544772076791,69.22,0
1822300045,820000,1790,1,1904,MR(M2),R2,298,44700,-4604.170221467809,69.22,1
8636820320,674575,1600,1,2021,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
9509900025,775000,2040,1,1958,NR2,L1,179,26850,-2765.592180009188,69.22,1
8910500120,570052,1980,1,1918,NR2,N1,157,23550,-2425.68699587398,69.22,0
2880100100,745000,860,1,1929,NR3,J2,90,13500,-1390.5212078258485,69.22,0
2734100297,595000,1390,1,2017,LR2(M),O3,51,7650,-787.9620177679808,69.22,1
3348401520,765000,2680,2,1932,NR1,S3,189,28350,-2920.094536434281,69.22,0
6058600280,750000,1290,1,1995,LR2(M),G3,123,18450,-1900.3789840286595,69.22,0
7234600912,639950,910,1,2022,LR3(M),C3,127,19050,-1962.1799265986967,69.22,0
7996700230,675000,1420,1,1980,LR3(M),N2,246,36900,-3800.757968057319,69.22,0
4302200585,595000,840,1,1929,NR3,F2,153,22950,-2363.8860533039424,69.22,0
1773600102,745000,1620,1,2014,LR2(M),F1,153,22950,-2363.8860533039424,69.22,0
5101405820,799000,1080,1,1949,NR3,L2,118,17700,-1823.1278058161124,69.22,1
7972600557,565000,1380,1,2007,LR1(M),F3,259,38850,-4001.6110314099415,69.22,0
8068000490,665000,1490,1,1909,NR2,S3,189,28350,-2920.094536434281,69.22,0
2710600005,500000,1940,1,1971,NR3,U3,190,28500,-2935.544772076791,69.22,0
2464400150,118806,2820,1,1926,NR3,L2,118,17700,-1823.1278058161124,69.22,1
3333500030,655000,1120,1,1908,NR3,R3,178,26700,-2750.1419443666778,69.22,0
3526039225,775000,1480,1,1920,NR2,J1,141,21150,-2178.483225593829,69.22,0
7883607336,570000,1660,1,1900,RSL(M),F3,259,38850,-4001.6110314099415,69.22,1
7625702451,735000,1480,1,2014,LR3RC(M),W2,329,49350,-5083.127526385601,69.22,0
7234600895,650000,910,1,2022,LR3(M),C3,127,19050,-1962.1799265986967,69.22,0
7899800886,550000,990,1,1995,LR3(M),F2,153,22950,-2363.8860533039424,69.22,0
9524100135,546000,1000,1,2003,LR3(M),N3,225,33750,-3476.303019564621,69.22,1
8122101025,849000,590,1,1954,NR3,W3,109,16350,-1684.0756850335274,69.22,0
7544800111,720000,1530,1,2007,LR2(M),G2,229,34350,-3538.1039621346586,69.22,0
1781500130,800000,1260,1,1944,NR3,W3,109,16350,-1684.0756850335274,69.22,0
8636820040,740000,1760,1,2021,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
9826700735,826000,1460,1,2008,LR3(M),G2,229,34350,-3538.1039621346586,69.22,0
1443500980,580000,1290,1,1951,NR3,S2,171,25650,-2641.990294869112,69.22,1
8850000405,725000,1460,1,2023,LR2(M),R1,217,32550,-3352.7011344245457,69.22,1
2291400342,570000,1290,1,2007,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
9358001675,730000,1450,1,1981,LR1(M),W1,248,37200,-3831.6584393423377,69.22,0
9528102094,800000,1170,1,2023,LR2(M1),U1,230,34500,-3553.554197777168,69.22,1
9834201366,749950,1490,1,2014,LR2(M),R2,298,44700,-4604.170221467809,69.22,0
7234600897,635000,990,1,2022,LR3(M),C3,127,19050,-1962.1799265986967,69.22,0
9528102097,794950,1250,1,2023,LR2(M1),U1,230,34500,-3553.554197777168,69.22,1
2608300055,540750,940,1,1966,NR3,F2,153,22950,-2363.8860533039424,69.22,0
2267000442,769900,1320,1,2021,LR2(M),J1,141,21150,-2178.483225593829,69.22,0
2768100080,685000,1150,1,2022,LR2(M1),B2,126,18900,-1946.729690956188,69.22,0
7891600190,850000,1850,1,1997,LR1(M),W1,248,37200,-3831.6584393423377,69.22,0
4303200265,625000,790,1,1942,NR3,F2,153,22950,-2363.8860533039424,69.22,0
2744600015,525000,860,1,1950,NR2,L1,179,26850,-2765.592180009188,69.22,0
1344300340,830921,1770,1,1925,NR3,C2,100,15000,-1545.0235642509426,69.22,0
2919200260,765000,1420,1,1925,NR3,J2,90,13500,-1390.5212078258485,69.22,1
2695600350,769000,1080,1,1954,NR3,W3,109,16350,-1684.0756850335274,69.22,0
7883607510,720000,1220,1,1928,RSL(M),F3,259,38850,-4001.6110314099415,69.22,1
7453000080,578000,940,1,1951,NR3,F2,153,22950,-2363.8860533039424,69.22,0
9218400080,785000,2220,1,1936,NR3,S3,189,28350,-2920.094536434281,69.22,0
6438400130,750000,1590,1,1961,NR3,F3,259,38850,-4001.6110314099415,69.22,0
2887700460,725000,1340,1,1926,NR3,L2,118,17700,-1823.1278058161124,69.22,1
4365200885,748500,1620,1,1965,NR2,F2,153,22950,-2363.8860533039424,69.22,0
9297800015,675000,1260,1,1927,NR3,W2,329,49350,-5083.127526385601,69.22,0
5023910070,790000,1790,1,2018,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
1393300005,615000,810,1,1943,NR3,W2,329,49350,-5083.127526385601,69.22,0
6145601870,575000,1320,1,1930,NR3,N3,225,33750,-3476.303019564621,69.22,0
3812400631,640000,970,1,1910,RSL(M),S2,171,25650,-2641.990294869112,69.22,0
8150100040,665200,830,1,1940,NR3,F2,153,22950,-2363.8860533039424,69.22,0
7100600090,725000,1210,1,1948,NR2,W3,109,16350,-1684.0756850335274,69.22,0
2895600430,573000,1150,1,1942,NR3,W3,109,16350,-1684.0756850335274,69.22,0
1702900940,835000,1040,1,1905,LR3,R3,178,26700,-2750.1419443666778,69.22,0
4242900114,820000,1360,1,2022,LR1(M),B1,211,31650,-3259.999720569489,69.22,0
4427600090,815000,1700,1,1953,NR2,N1,157,23550,-2425.68699587398,69.22,0
5026900235,375000,2910,1,1914,NR3,C3,127,19050,-1962.1799265986967,69.22,0
4303200164,575000,770,1,1948,NR3,F2,153,22950,-2363.8860533039424,69.22,0
2254502242,816000,1260,1,2022,LR1(M),G2,229,34350,-3538.1039621346586,69.22,0
1714900150,607500,1110,1,1908,NR3,O3,51,7650,-787.9620177679808,69.22,1
1931300254,605000,500,1,1947,NR3,B3,118,17700,-1823.1278058161124,69.22,1
3574300133,326384,1400,1,2017,LR1(M),W1,248,37200,-3831.6584393423377,69.22,0
9126100864,600000,1680,2,1909,LR2(M),G2,229,34350,-3538.1039621346586,69.22,0
2490200015,665000,1110,1,1929,NR3,W3,109,16350,-1684.0756850335274,69.22,0
1282301550,725000,1880,1,1911,LR3(M2),R2,298,44700,-4604.170221467809,69.22,0
4060000150,650000,1620,1,1945,NR3,S3,189,28350,-2920.094536434281,69.22,0
2490200370,650000,1190,1,1941,NR3,W3,109,16350,-1684.0756850335274,69.22,0
1232001235,835000,1960,1,1922,NR3,J2,90,13500,-1390.5212078258485,69.22,1
6415100131,850000,2110,1,1950,NR2,N2,246,36900,-3800.757968057319,69.22,0
8636820240,639990,1410,1,2021,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
4364700610,632250,1520,1,1924,NR2,F2,153,22950,-2363.8860533039424,69.22,0
3448000775,665000,890,1,1949,NR3,L3,167,25050,-2580.189352299074,69.22,0
7625700295,850000,1640,1,1939,NR3,W2,329,49350,-5083.127526385601,69.22,0
7950302129,535000,990,1,2007,LR3(M),R3,178,26700,-2750.1419443666778,69.22,0
6882500090,706000,1870,1,1957,LR1(M1),F2,153,22950,-2363.8860533039424,69.22,0
2734101132,660000,1460,1,2016,LR1(M),O3,51,7650,-787.9620177679808,69.22,1
7883601100,430000,700,1,1906,RSL(M),F3,259,38850,-4001.6110314099415,69.22,1
7858600035,437000,990,1,1967,NR2,S3,189,28350,-2920.094536434281,69.22,0
6064800460,630000,1760,1,2003,LR3(M),S1,221,33150,-3414.502076994583,69.22,0
7387500155,665000,1110,1,1947,RSL(M),F2,153,22950,-2363.8860533039424,69.22,0
4315700545,610000,990,1,1928,NR3,W3,109,16350,-1684.0756850335274,69.22,0
4083306760,700000,1146,1,1906,C2P55(M),B3,118,17700,-1823.1278058161124,69.22,0
4006000108,679950,1320,1,1957,RSL(M),S2,171,25650,-2641.990294869112,69.22,0
1861400066,365000,1030,1,1909,NR3,Q2,110,16500,-1699.525920676037,69.22,0
7985400107,540000,1880,1,1963,LR2(M),F1,153,22950,-2363.8860533039424,69.22,0
9521100290,725000,1190,1,2006,LR3(M),B2,126,18900,-1946.729690956188,69.22,1
4083302409,810000,1300,1,2022,NC140(M),B3,118,17700,-1823.1278058161124,69.22,0
4059400710,425000,1280,1,1944,NR3,S3,189,28350,-2920.094536434281,69.22,0
3298701063,515000,1280,1,2003,LR2(M),F3,259,38850,-4001.6110314099415,69.22,0
9286800091,330000,610,1,1949,R12,99,1,150,-15.450235642509426,69.22,0
3959401180,780000,1030,1,1940,NR3,R1,217,32550,-3352.7011344245457,69.22,1
3869900149,799000,1640,1,2013,LR2(M),W3,109,16350,-1684.0756850335274,69.22,0
3319500583,669900,960,1,2022,LR3(M),G2,229,34350,-3538.1039621346586,69.22,0
9358001203,681000,1250,1,2000,LR1(M),W1,248,37200,-3831.6584393423377,69.22,0
3359500740,825000,1100,1,1911,NR3,J3,89,13350,-1375.0709721833389,69.22,1
9269200635,585000,670,1,1941,NR3,W3,109,16350,-1684.0756850335274,69.22,0
7883604680,774999,1920,1,1998,RSL(M),F3,259,38850,-4001.6110314099415,69.22,1
1454100231,720000,1150,1,1942,NR2,L3,167,25050,-2580.189352299074,69.22,0
2771101888,770000,1280,1,2016,LR3(M),Q1,107,16050,-1653.175213748509,69.22,0
5680000865,768888,1710,1,1947,NR3,R1,217,32550,-3352.7011344245457,69.22,1
2976800170,660000,2020,1,1955,NR2,S3,189,28350,-2920.094536434281,69.22,0
8636820100,679990,1600,1,2021,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
3333001526,732000,1440,1,1927,RSL(M),S2,171,25650,-2641.990294869112,69.22,0
5347200250,652000,1410,1,1951,NR3,F2,153,22950,-2363.8860533039424,69.22,0
7972600730,578000,960,1,1943,NR3,F3,259,38850,-4001.6110314099415,69.22,0
9523103305,839000,1430,1,1911,NR3,B2,126,18900,-1946.729690956188,69.22,1
3126049211,649000,1150,1,2005,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
2826049122,650000,1530,1,1942,NR2,L3,167,25050,-2580.189352299074,69.22,1
6632900084,775000,1020,1,1953,NR3,99,1,150,-15.450235642509426,69.22,1
2126049022,625000,1360,1,1950,NR2,L1,179,26850,-2765.592180009188,69.22,0
7905200073,824950,1640,1,2015,LR3RC(M),W2,329,49350,-5083.127526385601,69.22,0
7883606147,520000,1100,1,2020,LR2(M),F3,259,38850,-4001.6110314099415,69.22,1
8850400130,690000,1460,1,2014,LR3(M1),R1,217,32550,-3352.7011344245457,69.22,1
6775200025,720000,1560,1,1947,NR3,W1,248,37200,-3831.6584393423377,69.22,0
1453600902,621000,1460,1,1996,LR2(M),L3,167,25050,-2580.189352299074,69.22,1
3448001285,845000,1540,1,1935,NR2,L1,179,26850,-2765.592180009188,69.22,1
2895850310,670000,1800,1,2019,R18,99,1,150,-15.450235642509426,69.22,0
8101900160,480000,1470,1,1949,NR3,S1,221,33150,-3414.502076994583,69.22,1
2293900125,801000,1400,2,1909,RSL(M),B3,118,17700,-1823.1278058161124,69.22,1
2946200110,569950,1020,1,2022,LR2(M),S2,171,25650,-2641.990294869112,69.22,0
6749700042,500000,1120,1,1999,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
7857000980,575000,1660,1,1953,NR3,S1,221,33150,-3414.502076994583,69.22,0
3524049167,410000,1750,1,1945,NR3,S2,171,25650,-2641.990294869112,69.22,1
1604600385,345211,1960,1,1975,LR1(M1),R2,298,44700,-4604.170221467809,69.22,0
6058600308,563000,1010,1,2021,NC140(M),G3,123,18450,-1900.3789840286595,69.22,0
2492201005,625000,810,1,1941,NR3,W3,109,16350,-1684.0756850335274,69.22,0
7173700877,113910,1900,1,1946,NR3,U1,230,34500,-3553.554197777168,69.22,0
1282301165,725000,1960,1,1975,NR3,R2,298,44700,-4604.170221467809,69.22,0
6140100110,650000,910,1,1947,NR2,N1,157,23550,-2425.68699587398,69.22,0
1133000742,647500,1070,1,1955,NR2,L1,179,26850,-2765.592180009188,69.22,0
1123049026,340000,2760,1,1994,R8,99,1,150,-15.450235642509426,69.22,0
7935000226,665000,790,1,1918,NR3,W3,109,16350,-1684.0756850335274,69.22,0
8636820250,679990,1620,1,2021,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
7129304010,710000,1920,1,1920,NR3,S3,189,28350,-2920.094536434281,69.22,0
7881500490,500000,1060,1,1910,NR3,F1,153,22950,-2363.8860533039424,69.22,0
9829200435,540000,910,1,1950,NR3,G2,229,34350,-3538.1039621346586,69.22,0
7883603625,560000,1330,1,1905,RSL(M),F3,259,38850,-4001.6110314099415,69.22,0
8636820290,715000,1760,1,2021,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
8636820280,715000,1760,1,2021,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
7548300239,670000,1200,1,2020,LR2(M),R1,217,32550,-3352.7011344245457,69.22,0
2770601928,825000,1650,1,2015,LR1(M),Q1,107,16050,-1653.175213748509,69.22,0
6450300375,549995,1010,1,2021,LR2(M),N2,246,36900,-3800.757968057319,69.22,0
3626039178,795000,1380,1,1940,NR2,N1,157,23550,-2425.68699587398,69.22,0
8165501570,635000,1420,1,2007,LR1(M),F1,153,22950,-2363.8860533039424,69.22,0
3320000463,650000,1180,1,2017,LR2RC(M),G3,123,18450,-1900.3789840286595,69.22,0
2926049633,699000,1600,1,2022,LR2(M),N3,225,33750,-3476.303019564621,69.22,1
6430500097,825000,1180,1,1921,NR3,J3,89,13350,-1375.0709721833389,69.22,1
3330501210,825000,2050,1,1910,NR3,R3,178,26700,-2750.1419443666778,69.22,0
5244801710,555000,1310,1,1910,NR3,Q2,110,16500,-1699.525920676037,69.22,1
2734100385,590000,1220,1,1900,NR3,O3,51,7650,-787.9620177679808,69.22,1
9358000568,670000,1470,1,2019,LR1(M),W1,248,37200,-3831.6584393423377,69.22,1
4077800280,809800,2340,1,1941,NR2,L3,167,25050,-2580.189352299074,69.22,0
3959401506,490000,980,1,1947,NR3,R1,217,32550,-3352.7011344245457,69.22,1
7548300757,699000,1450,1,2023,LR3(M1),R1,217,32550,-3352.7011344245457,69.22,1
6108400100,787000,1270,1,1952,NR3,L2,118,17700,-1823.1278058161124,69.22,1
7394400025,723700,1810,1,1957,NR3,S1,221,33150,-3414.502076994583,69.22,0
5363200165,750000,940,1,1930,NR3,U3,190,28500,-2935.544772076791,69.22,0
2767604426,830000,1450,1,2007,LR3(M),B1,211,31650,-3259.999720569489,69.22,0
2197600510,800000,1830,1,1906,MR(M),G1,190,28500,-2935.544772076791,69.22,0
2516000590,625000,960,1,1911,NR3,B2,126,18900,-1946.729690956188,69.22,0
3319500369,670000,1100,2,2017,NC155(M),G2,229,34350,-3538.1039621346586,69.22,0
7883600910,595000,1290,1,2022,LR3(M),F3,259,38850,-4001.6110314099415,69.22,1
6824100025,779000,1600,1,2012,LR1(M),N1,157,23550,-2425.68699587398,69.22,0
7327900050,705000,1510,1,1925,RSL(M),F3,259,38850,-4001.6110314099415,69.22,0
3019300093,700000,1100,1,2021,LR2(M1),B2,126,18900,-1946.729690956188,69.22,0
2767603637,659950,980,1,2022,LR2(M),B1,211,31650,-3259.999720569489,69.22,0
5347200177,500000,1100,1,2006,LR2RC(M),F2,153,22950,-2363.8860533039424,69.22,0
7387500305,760000,2030,1,1948,RSL(M),F2,153,22950,-2363.8860533039424,69.22,0
8636820090,679990,1600,1,2021,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
5249802540,670000,820,1,1918,NR3,R3,178,26700,-2750.1419443666778,69.22,0
1708400715,675000,1920,1,1941,NR3,R1,217,32550,-3352.7011344245457,69.22,0
7262200225,590000,580,1,1922,R8,99,1,150,-15.450235642509426,69.22,0
3274800126,570000,920,1,2022,LR2(M),G3,123,18450,-1900.3789840286595,69.22,1
7454000210,500000,1130,1,1942,NR3,W3,109,16350,-1684.0756850335274,69.22,0
1225039099,800000,1270,1,2023,LR2(M1),B2,126,18900,-1946.729690956188,69.22,0
3812400306,550000,1270,1,1918,NR3,S2,171,25650,-2641.990294869112,69.22,0
8122100425,500000,1040,1,1924,NR3,W3,109,16350,-1684.0756850335274,69.22,0
7883605855,704000,1380,1,1903,RSL(M),F3,259,38850,-4001.6110314099415,69.22,1
6775200040,758000,1680,1,1955,NR3,W1,248,37200,-3831.6584393423377,69.22,0
1189000097,845000,1690,1,2003,LR1(M),C3,127,19050,-1962.1799265986967,69.22,0
3278613270,634000,1380,1,2014,LR3(M),F1,153,22950,-2363.8860533039424,69.22,0
3278614880,715000,1610,1,2017,LR3(M),F1,153,22950,-2363.8860533039424,69.22,0
2887700050,810000,1520,1,1923,NR3,L2,118,17700,-1823.1278058161124,69.22,1
7960100472,680000,1200,1,2019,LR2RC(M1),G2,229,34350,-3538.1039621346586,69.22,0
7387500040,645300,1080,1,1947,RSL(M),F2,153,22950,-2363.8860533039424,69.22,0
3348401408,525000,1050,1,1952,NR1,S3,189,28350,-2920.094536434281,69.22,1
1005000056,610000,1050,1,1950,LR1(M1),S2,171,25650,-2641.990294869112,69.22,0
3812400565,775000,1440,1,1905,NR3,S2,171,25650,-2641.990294869112,69.22,0
8911000275,690000,1240,1,2019,LR3(M),N1,157,23550,-2425.68699587398,69.22,0
8101900080,360000,1020,1,1941,NR3,S1,221,33150,-3414.502076994583,69.22,1
3448001031,730000,1320,1,1947,NR3,L3,167,25050,-2580.189352299074,69.22,1
3726800165,468900,1180,1,1918,LR1(M1),R1,217,32550,-3352.7011344245457,69.22,0
1493300059,775000,1470,1,2007,LR3RC(M),W1,248,37200,-3831.6584393423377,69.22,0
6738700280,650000,1810,1,1923,NR3,R2,298,44700,-4604.170221467809,69.22,0
4206900620,768500,1020,1,2018,LR2(M),B3,118,17700,-1823.1278058161124,69.22,0
6424100012,680000,1160,1,1948,NR3,U1,230,34500,-3553.554197777168,69.22,0
3812400465,560000,1620,2,1950,NR3,S2,171,25650,-2641.990294869112,69.22,0
3298700740,580000,1630,1,1956,NR3,F3,259,38850,-4001.6110314099415,69.22,0
1282300990,669950,1230,1,2023,LR2(M),R2,298,44700,-4604.170221467809,69.22,0
2061100505,337418,2250,1,1930,NR3,L2,118,17700,-1823.1278058161124,69.22,1
7131300483,750000,2700,2,1906,NR2,S3,189,28350,-2920.094536434281,69.22,0
3352402026,660000,2380,1,1956,NR2,S3,189,28350,-2920.094536434281,69.22,0
7129300600,515000,1000,1,1941,NR3,S3,189,28350,-2920.094536434281,69.22,0
1862400342,825000,1860,1,1951,NR3,J1,141,21150,-2178.483225593829,69.22,0
3904100041,570000,1270,1,2008,LR2(M),S2,171,25650,-2641.990294869112,69.22,0
2491200118,570000,1120,1,2025,NR3,W3,109,16350,-1684.0756850335274,69.22,0
9826700662,788000,1360,1,2017,LR3(M),G2,229,34350,-3538.1039621346586,69.22,0
6631500010,830000,1360,1,1960,NR3,99,1,150,-15.450235642509426,69.22,1
